train-02788,80,48.98531537055969,13.433744049072265
train-17372,1,198.47561645507812,62.55615234375
train-09045,0,0.0,0.0
train-18396,44,85.20473326336254,25.62514374472878
train-08112,0,0.0,0.0
train-28992,0,0.0,0.0
train-03103,1,31.5452880859375,12.377662658691406
train-23003,3,148.88888549804688,51.99999491373698
train-31743,11,41.78948471762917,31.043868324973367
train-28632,9,132.8091574774848,50.521866692437065
train-00873,2,69.16435241699219,14.11346435546875
train-01131,3,144.02721659342447,10.299036661783854
train-10745,4,40.08146286010742,19.780849933624268
train-01534,3,359.47011311848956,54.86763254801432
train-28410,0,0.0,0.0
train-24709,7,76.169372013637,16.303602491106307
train-10597,29,67.01503727353852,19.131114696634228
train-27525,6,40.41520913441976,16.5668207804362
train-08227,2,15.999999523162842,11.333328247070312
train-00125,0,0.0,0.0
train-20378,26,67.24632057776817,23.390938171973595
train-23463,3,61.22290547688802,20.42510986328125
train-10626,7,222.27264186314173,58.81315285818918
train-21663,25,32.783243560791014,16.655887145996093
train-08313,0,0.0,0.0
train-23848,0,0.0,0.0
train-26241,0,0.0,0.0
train-10928,11,175.33674760298297,40.59082308682528
train-15645,0,0.0,0.0
train-20334,10,70.61132354736328,21.142434692382814
train-01293,3,51.459208170572914,37.6444091796875
train-08678,25,63.88383666992188,13.73122573852539
train-30942,4,42.53106689453125,16.045482635498047
train-32253,1,43.63056945800781,29.79082679748535
train-29909,17,172.22102266199448,54.324883629294
train-13611,7,73.36706161499023,22.325038364955358
train-01064,5,29.06666793823242,13.866665649414063
train-14299,19,72.20905886198345,31.62875125282689
train-23064,0,0.0,0.0
train-10542,0,0.0,0.0
train-20351,42,45.25429171607608,16.033078897567023
train-30985,1,99.08308410644531,25.871192932128906
train-10031,0,0.0,0.0
train-10632,3,149.5536905924479,36.75875473022461
train-17734,0,0.0,0.0
train-01736,10,65.61168670654297,21.364653015136717
train-10455,17,63.272947647992304,16.60403024449068
train-27543,0,0.0,0.0
train-08872,1,10.666656494140625,49.333343505859375
train-14600,19,70.81531685277035,43.04947341115851
train-16560,11,42.23521908846769,23.964039195667613
train-01594,12,94.06323115030925,29.53911781311035
train-20389,0,0.0,0.0
train-19524,0,0.0,0.0
train-05508,1,234.6666259765625,52.0
train-23072,1,24.0,18.666656494140625
train-20370,29,88.50349228957603,22.660264376936286
train-04949,28,104.5464254106794,32.16266795567104
train-10555,5,41.52372093200684,20.032928466796875
train-04905,24,76.79044683774312,27.196022590001423
train-23609,14,120.12688337053571,28.78968484061105
train-09527,3,57.662645975748696,20.452779134114582
train-21494,6,55.71231333414713,33.40210215250651
train-30378,0,0.0,0.0
train-27697,14,50.55284609113421,14.781568254743304
train-14577,4,119.94239330291748,39.57257843017578
train-18784,0,0.0,0.0
train-03871,29,58.18874990529027,23.268225571204876
train-29254,5,217.3130676269531,62.29512481689453
train-32465,14,80.8571412222726,23.047617503574916
train-06670,2,138.3045196533203,32.2396183013916
train-12816,0,0.0,0.0
